,organisation_id,organisation_name,date_lower,date_upper,host_country
2089,3945,"Astrium (D), Friedrichshafen",2000-07-10,2003-06-16,Unknown
2090,3969,Kaiser Marquardt,1990-01-01,2000-06-01,Unknown
2091,3981,MirCorp,1999-01-01,2003-01-01,Unknown
2092,3990,Pratt & Whitney Rocketdyne Inc,2005-08-01,2013-06-01,Unknown
2093,4008,Temis S.r.l.,2006-01-01,,Unknown
2094,4025,General Dynamics Ordnance and Tactical Systems,2001-01-01,,Unknown
2095,4037,"NEC Toshiba Space, Kamoi works",2001-01-01,2005-01-01,Unknown
2096,3970,L'Garde Inc.,1971-08-01,,Unknown
2097,3982,Motorola Satellite Communications,1987-01-01,2008-09-01,Unknown
2098,4009,Thiokol Chemical Co. (THKE or THKX),1929-12-05,1982-01-01,Unknown
2099,4026,Yazmi USA,2009-01-01,,Unknown
2100,4038,Dynacon Inc. Space Division,1975-01-01,2009-01-01,Unknown
2101,3971,Lockheed Martin Commercial Space Systems/Newtown,1997-01-01,2015-01-01,United States
2102,4010,Thiokol-Elkton,1948-01-01,,United States
2103,4027,United Technology Corp Chemical Systems Division (UTC CSD),1975-05-01,,United States
2104,4039,GEOSAT (Lisbon),2021-01-01,,Portugal
2105,3972,Lockheed Martin Space Systems/Valley Forge,1995-01-01,,United States
2106,4011,US Air Force Special Operations Command,1990-05-22,,United States
2107,4028,Silkwave Holdings Ltd,2016-04-01,,Cayman Islands
2108,4040,GEOSAT (Madrid),2021-11-01,,Spain
2109,3973,Lockheed Martin/East Windsor,1995-03-15,1998-01-01,United States
2110,4012,UTC Aerospace Systems (Windsor Locks),2012-07-01,2018-11-26,United States
2111,4029,Space Innovations Ltd,1997-01-01,,United Kingdom
2112,4041,Iranian Research Organization for Science and Technology (OSIRI),1980-01-01,,"Iran, Islamic Republic of"
2113,4013,UTC Pratt and Whitney Space Propulsion Chemical Systems Div.,2005-01-01,2013-06-01,Unknown
2114,4042,Martin-Baker Aircraft Ltd,1934-08-17,,United Kingdom
2115,4014,Vikram Sarabhai Space Center,1972-01-01,,India
2116,4043,Nissan,,,Japan
2117,4044,Nissan Motor Co Ltd,1933-12-26,,Japan
2118,1194,Salish Kootenai College,1977-11-01,,United States
2119,1195,University of Alaska Fairbanks,1917-11-01,,United States
2120,1196,"SRI International Menlo Park, California",1970-11-01,1977-11-01,United States
2121,1198,China Asia Pacific Mobile Telecom. Satellite Co.,1998-03-27,,China
2122,1199,Lao National Authority for Science and Technology,,,Lao People's Democratic Republic
2123,1201,National University of Singapore,1980-01-01,,Unknown
2124,1202,ST Electronics (Satellite Systems) Pte Ltd,2011-05-01,,Singapore
2125,1203,Chinese Academy of Sciences,1949-01-01,,China
2126,1204,Belintersat,2014-02-01,,Belarus
2127,1205,University of Texas - Austin,1883-09-15,,United States
2128,1206,Korean Committee of Space Technology,1980-03-01,2013-03-01,"Korea, Democratic People's Republic of"
2129,1207,National Aerospace Development Administration,2013-03-01,,"Korea, Democratic People's Republic of"
2130,1208,JAXA ISAS,,,Japan
2131,1209,Universite de Liege,1817-05-01,,Unknown
2132,1210,U. of the Phillipines Diliman,1949-05-01,,Philippines
2133,1211,Department of Science and Technology,1987-05-01,,Philippines
2134,1214,St. Thomas More Cathedral School,1944-06-01,,United States
2135,1215,PT Bank Rakyat Indonesia (Persero) Tbk.,1895-12-16,,Indonesia
2136,1216,Dish Network,2008-01-01,,United States
2137,1217,Sathyabama University,1987-01-01,,India
2138,1218,Terra Bella,2016-03-01,,United States
2139,1219,DND EXEA,,,Canada
2140,1220,Northwestern Polytechnical University,1938-01-01,,China
2141,1221,"College of Engineering, Pune",1854-01-01,,India
2142,1222,National Satellite Oceanic Applications Center,,,China
2143,1223,Polytechnic University of Catalonia,1971-09-01,,Spain
2144,1224,BlackSky Global,2015-03-01,,United States
2145,1226,"Indian Institute of Technology, Bombay",1958-10-01,,India
2146,1227,PES (People's Education Society) University,1972-10-01,,India
2147,1422,AXELSPACE Corporation,2008-08-08,,Japan
2148,1423,Astro Digital,2015-01-01,,United States
2149,1424,Space Star Technology Ltd,2017-01-01,,China
2150,1425,"Institut für Raumfahrtsysteme, Universität Stuttgart",1970-01-01,,Germany
2151,1427,Moscow Polytechnic University,1866-01-01,,Russian Federation
2152,1430,Equinoctial University of Ecuador,1971-08-09,,Ecuador
2153,1431,Weathernews Inc.,1983-01-01,,Japan
2154,1432,Xian Bureau of Surveying and Mapping,1957-01-01,,China
2155,790,Topographics Service of the Russian Armed Forces,2010-11-01,,Russian Federation
2156,1433,Adcole Maryland Aerospace Inc.,2017-01-01,,United States
2157,1434,Massachusetts Institute of Technology,1916-01-01,,United States
2158,1442,NovaWurks,2012-01-01,,United States
